Ticker,Total Return,Total Return (EPS),Total Return (SPS),Total Return (FCFPS),Total Return (Composite)
VEL,4.67,34.63,27.93,77.54,46.70
VEOEY,25.95,4.67,4.67,4.67,4.67
VEON,66.47,66.47,66.47,66.47,66.47
VERA,31.63,31.63,31.63,31.63,31.63
VERI,36.19,204.91,-177.76,6.76,11.30
VERU,322.12,28.93,230.26,101.44,120.21
VERV,299.43,26.47,54.14,-54.27,8.78
VERX,0.14,-82.94,25.2,86.35,9.54
VET,50.48,3.42,3.42,3.42,3.42
VFC,2.39,30.55,28.77,59.6,39.64
VFF,185.1,-61.78,86.24,90.03,38.16
VGZ,360.56,-116.39,110.89,360.56,118.35
VHI,-19.69,16.79,-89.1,113.06,13.58
VIAV,-3.48,-225.67,118.14,121.95,4.81
VICI,15.95,5.37,5.37,5.37,5.37
VICI,15.95,-8.22,19.72,115.57,42.36
VICR,-16.61,62.99,-40.61,78.66,33.68
VIK,9.51,9.51,9.51,9.51,9.51
VIR,101.09,410.13,210.75,202.97,274.62
VIRC,20.06,42.55,48.03,96.83,62.47
VIRT,-5.22,17.41,0.56,90.98,36.32
VISL,105.03,226.79,-143.69,14.97,32.69
VITL,20.09,81.11,-65.91,57.79,24.33
VIVHY,45.84,3,3,3,3.00
VKTX,118.86,-116.37,204.26,118.86,68.92
VLEEY,90.15,5.34,5.34,5.34,5.34
VLN,76.99,147.85,84.58,-131.37,33.69
VLO,14.35,-27.43,65.09,73.92,37.19
VLRS,53.06,82.86,-15.46,100.3,55.90
VLTO,10.33,0.34,0.34,0.34,0.34
VLY,10.14,84.83,-23.08,41.37,34.37
VMC,5.7,33.77,12.82,60.85,35.81
VMD,43.68,20.26,20.29,69.6,36.72
VMEO,4.48,417.86,612.39,-123.23,302.34
VMI,6.29,27.83,-0.56,76.02,34.43
VNCE,84.05,84.05,84.05,84.05,84.05
VNDA,88.39,138.57,44.41,106.77,96.58
VNO,-8.88,18.38,47.33,91.24,52.32
VNOM,11.1,34.79,8.66,79.79,41.08
VNRX,415.46,74.81,34.68,-81.19,9.43
VNT,9.42,4.86,42.09,57.42,34.79
VOD,47.28,-425.98,-102.04,121.3,-135.57
VONOY,6.57,2.97,2.97,2.97,2.97
VOXR,65.98,1.87,1.87,1.87,1.87
VOYA,10.56,25.44,-22.84,108.71,37.10
VPG,12.98,29.08,8.31,72.72,36.70
VRA,15.15,73.58,-10.26,66.57,43.30
VRAR,260.3,-43.53,-72.52,206.96,30.30
VRCA,323.73,-85.23,180.5,10.84,35.37
VRDN,104.08,-253.38,169.73,213.23,43.19
VRE,1.49,5.47,22.5,98.78,42.25
VREX,28.28,10.1,32.03,73.93,38.69
VRME,276.76,70.44,59.79,-117.48,4.25
VRN,106.71,6.33,6.33,6.33,6.33
VRNA,13.81,527.06,-720.34,-76.9,-90.06
VRNOF,477.62,477.62,477.62,477.62,477.62
VRNS,22.14,46.2,36.46,53.66,45.44
VRNT,48.27,3006.33,89.67,13.52,1036.51
VRRM,25.64,57.79,-41.82,120.16,45.38
VRSK,0.86,85.07,1.85,15.7,34.21
VRSN,5.35,-83.52,95.8,7.62,6.63
VRT,13.26,82.28,46.05,95.51,74.61
VRTS,-4.65,16,11.26,97.39,41.55
VRTX,17.08,-62.15,37.18,111.92,28.98
VS,162.91,15.46,89.69,21.03,42.06
VSAT,64.61,-198.24,12.02,102.73,-27.83
VSCO,-28.4,-28.4,-28.4,-28.4,-28.40
VSEC,15.19,80.42,-195.01,38.37,-25.41
VSH,15.63,30.28,4.16,95.49,43.31
VST,5.01,11.22,44.43,87.82,47.82
VSTM,141.19,271.61,-191.22,-23.32,19.02
VSTS,-1.33,1.05,1.05,1.05,1.05
VTAK,420.83,420.83,420.83,420.83,420.83
VTEX,73.95,-243.69,291.44,154.24,67.33
VTGN,344.44,54.7,7.41,63.44,41.85
VTLE,11.88,104.32,65.89,56.71,75.64
VTMX,46.83,2.97,2.97,2.97,2.97
VTOL,29.33,29.33,29.33,29.33,29.33
VTR,16,22.85,9.67,84.37,38.96
VTRS,7.49,35.84,38.86,61.98,45.56
VTS,2.78,7.51,7.51,7.51,7.51
VTSI,50.1,-1.48,59.25,95.96,51.24
VTYX,348.98,348.98,348.98,348.98,348.98
VUZI,-20.32,32.67,67.92,3.77,34.79
VVI,22.33,-446.15,-173.68,112.92,-168.97
VVOS,75.98,50.07,214.31,-150.93,37.82
VVV,12.39,43.93,-10.9,62.51,31.85
VVX,19.86,-19.33,-9.67,120.34,30.45
VWAGY,158.38,11.28,11.28,11.28,11.28
VYGR,143.53,113.28,-73.91,113.05,50.81
VYNE,107.6,-240.84,304.99,-2.45,20.57
VYX,19.89,7.59,-0.76,97.69,34.84
VZ,13.41,40.13,-3.08,82.83,39.96
VZLA,146.43,146.43,146.43,146.43,146.43
W,4.55,-57.45,126.09,122.61,63.75
WAB,10.21,54.21,18.24,31.99,34.81
WABC,-0.68,-49.76,31.36,152.47,44.69
WAFD,11.71,83.7,13.34,17.84,38.29
WAL,9.96,27.56,91.22,83.13,67.30
WALD,84.62,84.62,84.62,84.62,84.62
WASH,-2.07,75.34,1.07,40.61,39.01
WAT,-3.88,101.03,-16.32,14.72,33.14
WAY,20.93,20.93,20.93,20.93,20.93
WB,0.51,78.91,64.78,-37.61,35.36
WBA,22.87,59.81,22.44,85.46,55.90
WBD,4.27,65.61,-21.11,104.09,49.53
WBS,5.45,35.89,-1.9,83.28,39.09
WBTN,84.15,84.15,84.15,84.15,84.15
WBUY,342.48,342.48,342.48,342.48,342.48
WBX,123.85,108.41,95.74,-133.91,23.41
WCC,6.87,57.53,19.52,35.06,37.37
WCN,5.08,26.77,127.57,-53.3,33.68
WD,12.29,27.48,23.77,76.66,42.64
WDAY,12.81,67.17,-15.02,113.02,55.06
WDC,25.54,-3.67,13.33,92.8,34.15
WDFC,10.98,221.54,9.7,-132.48,32.92
WEAV,18.06,-107.78,148.16,166.74,69.04
WEC,5.67,118.17,-48.48,-12.82,18.96
WELL,8.13,2,2,2,2.00
WELL,8.13,-4.58,24.03,85.66,35.04
WEN,17.58,82.92,1.04,98.94,60.97
WERN,-11.44,34.32,-3.57,72.5,34.42
WES,7.9,-19.73,-1.76,131.55,36.69
WEST,54.44,-29.08,-22.34,144.64,31.07
WEX,7.53,-13.93,-0.15,105.99,30.64
WFC,-4.8,59.68,9.05,43.42,37.38
WFG,26.08,1.36,1.36,1.36,1.36
WFRD,60.3,56.59,92.07,11.16,53.27
WGO,15.12,-40.89,21.57,121.01,33.90
WGS,-0.07,37.62,-299.1,274,4.17
WH,3.8,-30.84,53.54,82,34.90
WHD,-8.13,13.26,-85.17,163.84,30.64
WHF,24.91,14.65,14.65,14.65,14.65
WHR,9.24,19.66,23.53,90.08,44.42
WINA,9.64,84.99,17.39,4.76,35.71
WING,13.29,75.14,33.07,-5.59,34.21
WIT,-20.73,0.17,0.17,0.17,0.17
WIX,9.23,62.82,66.44,40.7,56.65
WK,4.88,-16.92,24.9,99.84,35.94
WKC,11.83,36.03,-35.51,92.15,30.89
WKEY,86.88,20.85,-53.81,129.06,32.03
WKHS,11.39,84.26,7.64,97.27,63.06
WKSP,150.67,95.07,322.25,-263.29,51.34
WLDN,27.58,23.13,10.89,89.1,41.04
WLK,24,-22.83,9.76,112.83,33.25
WLKP,16.83,-8.07,21.09,107.24,40.09
WLY,9.1,19.47,93.02,-1.02,37.16
WM,3.1,62.72,36.45,7.82,35.66
WMB,2.31,62.93,-20.03,75.64,39.51
WMG,13.46,-16.79,-22.92,128.33,29.54
WMMVY,45.43,2.17,2.17,2.17,2.17
WMS,26.88,45.94,24.53,48.96,39.81
WMT,5.79,-20.65,-39.98,154.09,31.15
WNC,11.04,65.91,46.84,96.72,69.82
WNEB,-0.64,-78.18,-12.78,182.02,30.35
WOLF,23.81,-9.79,72.08,94.4,52.23
WOOF,-17.79,1715.31,48.06,84.84,616.07
WOR,20.03,-3.97,27.76,87.68,37.16
WOW,19.65,4.4,13.8,95.66,37.95
WPC,13.76,17.25,161.17,96.32,91.58
WPM,23.83,1.01,1.01,1.01,1.01
WPP,-12.63,4.58,4.58,4.58,4.58
WPRT,176.01,40.06,59.57,18.71,39.45
WRB,2.81,37.96,23.18,42.11,34.42
WRBY,-12.47,30.51,27.28,64.97,40.92
WRLD,-3.48,34.14,83.23,-12.43,34.98
WRN,289.91,289.91,289.91,289.91,289.91
WS,-9.13,1.4,1.4,1.4,1.40
WSBC,4.26,58.84,-10.63,52.67,33.63
WSC,6.1,-3199.55,-258.14,362.93,-1031.59
WSFS,-7.54,39.58,8.62,62.44,36.88
WSM,-4.93,6.34,41.11,63.87,37.11
WSO,-10.53,81.05,36.1,-9.41,35.91
WSR,14.44,37.87,42.06,64.69,48.21
WST,10.55,110.94,17.23,-31.87,32.10
WT,21.64,13.36,52.79,74.48,46.88
WTBA,2.78,46.62,11.03,60.33,39.33
WTFC,0.38,45.12,-2.57,60.96,34.50
WTI,431.19,119.17,-108.33,103.43,38.09
WTKWY,7.83,1.43,1.43,1.43,1.43
WTRG,15.42,56.94,18.27,42.42,39.21
WTS,-4.76,50.49,32.3,29.5,37.43
WTTR,16.04,29.99,-301.23,108.41,-54.28
WTW,3.21,14.45,10.51,87.14,37.37
WU,18.67,-4.87,100.41,29.69,41.74
WULF,34.11,34.11,34.11,34.11,34.11
WVE,56.7,185.32,-106.65,-20.96,19.24
WW,-22.48,-9.55,113.93,-8.64,31.91
WWD,10.13,80.66,29.94,-4.9,35.23
WWW,7.27,37.65,27.63,82.92,49.40
WY,19.15,13.4,40.11,79.42,44.31
WYNN,23.69,-0.74,-150.64,102.05,-16.44
WYY,31.05,38.59,-986.19,184.95,-254.22
X,17.29,51.14,-8.07,94.32,45.80
XAIR,265.63,77.89,13.83,14.05,35.26
XEL,2.38,73.39,23.18,31.02,42.53
XELB,264.91,-18.66,14.02,108.83,34.73
XENE,40.38,120.36,-31.5,84.67,57.84
XERS,46.2,-282.86,376.5,19.11,37.58
XGN,27.66,96.68,-117.26,93.34,24.25
XHR,7.6,-25.09,23.84,102.89,33.88
XLO,341.18,341.18,341.18,341.18,341.18
XMTR,-12.5,-45.83,158.43,-22.74,29.95
XNCR,22.18,54.58,97.82,98.09,83.50
XOM,18.09,-4.06,4.9,108.68,36.51
XOMA,187.76,48.11,60.35,28.14,45.53
XOS,137.5,192.19,156.28,-549.42,-66.98
XPEL,22.54,175.13,2.37,-78.91,32.86
XPER,77.99,77.99,77.99,77.99,77.99
XPL,167.11,-65.29,125.29,-31.54,9.49
XPO,-2.19,33.77,51.99,79.45,55.07
XPOF,29.37,26.66,29.45,70.85,42.32
XPON,91.39,91.39,91.39,91.39,91.39
XPRO,53.28,38.85,17.82,87.37,48.01
XRAY,24.43,-40.02,51.22,59.28,23.49
XRX,1.12,57.7,-28.66,121.85,50.30
XTNT,462.5,47.02,81.75,25.64,51.47
XYL,18.6,27.85,37.13,41.19,35.39
XYLO,229.67,-19.16,157.85,-178.3,-13.20
YALA,42.19,-405.33,201.56,97.69,-35.36
YCBD,307.33,23.14,15.76,75.98,38.29
YELP,-4.72,25.35,-200.23,259.34,28.15
YETI,7.77,65.83,30.34,14.98,37.05
YEXT,-13.48,53.19,8.28,51.44,37.64
YMAB,112.87,-17.16,162.2,-230.84,-28.60
YORW,33.59,150.36,-3.78,-45.31,33.76
YOU,19.79,-26.54,-245.32,317.8,15.31
YPF,-25.28,-25.28,-25.28,-25.28,-25.28
YSG,472.59,199.29,-57.71,-73.55,22.68
YUM,5.04,63.14,61.99,-21.63,34.50
YUMC,23.27,31.24,30.73,44.47,35.48
YY,0.68,114.47,23.75,93.01,77.08
Z,-19.02,-19.02,-19.02,-19.02,-19.02
ZBH,12.84,14.85,-19.64,111.47,35.56
ZBIO,249.49,249.49,249.49,249.49,249.49
ZBRA,2.12,53.36,8.65,49.04,37.02
ZD,22.01,25.45,-35.69,86.96,25.57
ZDGE,156.41,92.79,31.77,86.69,70.42
ZEPP,393.27,122.31,89.39,144.99,118.90
ZETA,75.51,-232.84,-43,255.43,-6.80
ZG,-7.28,-14.62,96.34,105.99,62.57
ZGN,8.07,-2.85,23.76,98.93,39.95
ZI,0,-68.95,134.76,-25.4,13.47
ZIM,-11.31,3.33,75.74,34.74,37.94
ZIMV,49.97,-92.16,78.66,153.36,46.62
ZION,-3.51,43.5,8.47,83.31,45.09
ZIP,18.06,-50.04,155.37,-28.09,25.75
ZLAB,65.78,501.16,-52.37,-81.85,122.31
ZM,8.92,-67.84,438.21,-348.77,7.20
ZNTL,138.1,-85.64,270.96,-169.73,5.20
ZOM,90.84,132.88,-33.38,6.69,35.40
ZOOZ,55.71,1237.04,-388.1,921.34,590.09
ZS,15.79,65.74,32.33,21.21,39.76
ZTS,22.21,85.04,19,-0.76,34.43
ZUMZ,13.13,43.47,-2.07,79.3,40.23
ZUO,0.6,-41.32,29.86,122.97,37.17
ZURA,455.56,455.56,455.56,455.56,455.56
ZURVY,4.47,4.46,4.46,4.46,4.46
ZVIA,-26.2,121.77,-111.62,80.47,30.21
ZVRA,112.77,110.17,-11.93,-39.91,19.44
ZWS,-2.38,55.76,85.09,-39.03,33.94
ZYME,29.03,207.29,-131.8,96.26,57.25
ZYXI,109.1,57.45,-40.86,85.11,33.90
TRUE,3.94,-75.05,82.91,132.6,46.82
